model,fpr,tpr
Logistic Regression,0.0009776670181155947,0.0018309310479158551
Logistic Regression,0.0009904469791367136,0.0018309310479158551
Logistic Regression,0.0009904469791367136,0.0018698870276587457
Logistic Regression,0.0010032269401578325,0.001908843007401636
Logistic Regression,0.0010160069011789514,0.001908843007401636
Logistic Regression,0.0010351768427106296,0.001908843007401636
Logistic Regression,0.0010351768427106296,0.0019477989871445266
Logistic Regression,0.0010479568037317485,0.0019477989871445266
Logistic Regression,0.0010479568037317485,0.0020257109466303076
Logistic Regression,0.001067126745263427,0.0020257109466303076
Logistic Regression,0.0010799067062845459,0.0020257109466303076
Logistic Regression,0.001099076647816224,0.0020257109466303076
Logistic Regression,0.0011054666283267837,0.0020257109466303076
Logistic Regression,0.0011374165308795808,0.0020646669263731984
Logistic Regression,0.0011629764529218186,0.0020646669263731984
Logistic Regression,0.0011693664334323781,0.0021036229061160887
Logistic Regression,0.001182146394453497,0.0021036229061160887
Logistic Regression,0.0012013163359851752,0.0021036229061160887
Logistic Regression,0.0012204862775168535,0.0021036229061160887
Logistic Regression,0.0012204862775168535,0.0021425788858589795
Logistic Regression,0.001239656219048532,0.00218153486560187
Logistic Regression,0.0012460461995590913,0.00218153486560187
Logistic Regression,0.0012588261605802102,0.00218153486560187
Logistic Regression,0.001271606121601329,0.00218153486560187
Logistic Regression,0.001271606121601329,0.00222049084534476
Logistic Regression,0.001284386082622448,0.002337358784573432
Logistic Regression,0.0012971660436435668,0.0023763147643163225
Logistic Regression,0.0013355059267069235,0.0023763147643163225
Logistic Regression,0.0013610658487491613,0.0024542267238021036
Logistic Regression,0.0013802357902808397,0.002493182703544994
Logistic Regression,0.0013930157513019586,0.002532138683287885
Logistic Regression,0.0014057957123230773,0.002532138683287885
Logistic Regression,0.001431355634365315,0.002532138683287885
Logistic Regression,0.0014377456148758746,0.002571094663030775
Logistic Regression,0.0014505255758969935,0.002610050642773666
Logistic Regression,0.0014569155564075529,0.0026879626022594466
Logistic Regression,0.0014633055369181124,0.0026879626022594466
Logistic Regression,0.0014760854979392313,0.0026879626022594466
Logistic Regression,0.0014888654589603502,0.0026879626022594466
Logistic Regression,0.0014952554394709096,0.0027269185820023374
Logistic Regression,0.0015335953225342662,0.0027269185820023374
Logistic Regression,0.0015335953225342662,0.002765874561745228
Logistic Regression,0.0015463752835553851,0.002765874561745228
Logistic Regression,0.0015463752835553851,0.002843786521231009
Logistic Regression,0.0015655452250870636,0.0029606544604596804
Logistic Regression,0.001571935205597623,0.0030385664199454616
Logistic Regression,0.0015783251861081825,0.0030385664199454616
Logistic Regression,0.0015911051471293014,0.0030775223996883524
Logistic Regression,0.0016230550496820985,0.0030775223996883524
Logistic Regression,0.0016358350107032174,0.0030775223996883524
Logistic Regression,0.0016422249912137767,0.0030775223996883524
Logistic Regression,0.0016422249912137767,0.0031164783794312427
Logistic Regression,0.0016677849132560145,0.0031164783794312427
Logistic Regression,0.0016805648742771334,0.0031164783794312427
Logistic Regression,0.0016805648742771334,0.003155434359174133
Logistic Regression,0.0016933448352982523,0.003155434359174133
Logistic Regression,0.0016997348158088118,0.003155434359174133
Logistic Regression,0.00171890475734049,0.003194390338917024
Logistic Regression,0.001731684718361609,0.003194390338917024
Logistic Regression,0.0017444646793827279,0.003194390338917024
Logistic Regression,0.0017508546598932874,0.003194390338917024
Logistic Regression,0.0017508546598932874,0.0032333463186599142
Logistic Regression,0.0017636346209144063,0.0033112582781456954
Logistic Regression,0.0017700246014249656,0.0033112582781456954
Logistic Regression,0.0017828045624460845,0.0033112582781456954
Logistic Regression,0.001801974503977763,0.0033502142578885857
Logistic Regression,0.0018275344260200005,0.0033891702376314765
Logistic Regression,0.0018403143870411194,0.0033891702376314765
Logistic Regression,0.0018403143870411194,0.003428126217374367
Logistic Regression,0.001846704367551679,0.003428126217374367
Logistic Regression,0.0018658743090833572,0.003428126217374367
Logistic Regression,0.0018658743090833572,0.0034670821971172576
